date,Mauna Loa CO2,HOT pCO2,BATS pCO2,ESTOC pCO2,HOT pH,BATS pH,ESTOC pH
5/15/2002,375.46,,,,,,
5/16/2002,,,,340.77,,,8.115755822
5/21/2002,,358.4,,,8.0811,,
6/4/2002,,,366.898445,,,8.081939702,
6/15/2002,375.81,,,,,,
6/29/2002,,367.1,,,8.071,,
6/30/2002,,,,366.85,,,8.088568735
7/2/2002,,,390.8323444,,,8.059636477,
7/15/2002,373.9,,,,,,
8/15/2002,371.3,,,,,,
8/28/2002,,367.5,,,8.0706,,
9/14/2002,,,,384.78,,,8.069409932
9/15/2002,369.7,,,,,,
9/17/2002,,,385.3211732,,,8.058599548,
10/7/2002,,352.6,,,8.0862,,
10/8/2002,,,358.6237735,,,8.085833323,
10/15/2002,370.41,,,,,,
10/17/2002,,,,393.93,,,8.062516687
11/4/2002,,351.9,,,8.0876,,
11/13/2002,,,352.5932618,,,8.09527976,
11/15/2002,372.33,,,,,,
11/24/2002,,,,382.7,,,8.072988665
11/25/2002,,352.6,,,8.0876,,
12/10/2002,,,327.4930355,,,8.124832775,
12/15/2002,373.87,,,,,,
12/19/2002,,347.4,,,8.0937,,
1/15/2003,374.67,,,,,,
1/17/2003,,340.6,,,8.1025,,
1/31/2003,,,,362.28,,,8.093669329
2/4/2003,,,317.1071477,,,8.139227764,
2/15/2003,375.57,,,,,,
2/20/2003,,,,356.3,,,8.099900317
2/21/2003,,,321.62513,,,8.133955596,
2/23/2003,,,,350.02,,,8.106227073
2/26/2003,,339.5,,,8.104,,
3/15/2003,376.81,,,,,,
3/18/2003,,,,347.63,,,8.108412735
3/21/2003,,,319.6358894,,,8.136311817,
3/29/2003,,341.8,,,8.1016,,
4/3/2003,,,319.1446262,,,8.137143559,
4/7/2003,,,,350.63,,,8.105699959
4/15/2003,378.01,,,,,,
4/24/2003,,343.6,,,8.0963,,
5/15/2003,,,,346.85,,,8.109359867
5/15/2003,378.82,,,,,,
5/21/2003,,349.5,,,8.0905,,
6/14/2003,,,,371.67,,,8.084461837
6/15/2003,378.57,,,,,,
6/20/2003,,357.3,,,8.0824,,
7/4/2003,,,401.5098482,,,8.047854111,
7/15/2003,376.08,,,,,,
7/17/2003,,,,385.62,,,8.070482411
7/20/2003,,363.6,,,8.0777,,
8/12/2003,,,418.00598,,,8.033104033,
8/15/2003,374.73,,,,,,
8/21/2003,,355.7,,,8.0829,,
9/12/2003,,,,399.09,,,8.056337056
9/15/2003,372.6,,,,,,
9/19/2003,,,395.1739307,,,8.052892207,
10/7/2003,,,395.2107159,,,8.05123737,
10/15/2003,,351.8,,,8.0873,,
10/15/2003,372.87,,,,,,
10/30/2003,,,,402.53,,,8.053677132
11/4/2003,,,,400.79,,,8.054629164
11/10/2003,,351.3,,,8.0884,,
11/15/2003,375.02,,,,,,
12/15/2003,375.59,,,,,,
12/20/2003,,330.2,,,8.1134,,
1/15/2004,376.41,,,,,,
1/22/2004,,344.7,,,8.0967,,
1/24/2004,,,,362.84,,,8.093317685
1/30/2004,,,,373.46,,,8.087362262
2/14/2004,,,321.5843273,,,8.134040268,
2/15/2004,377.39,,,,,,
2/23/2004,,,,358.5,,,8.096807298
2/25/2004,,332.9,,,8.1096,,
3/15/2004,379.04,,,,,,
3/20/2004,,321.3,,,8.1244,,
3/23/2004,,,344.1608449,,,8.108993486,
4/15/2004,380.5,,,,,,
4/20/2004,,,,369.31,,,8.089440381
4/21/2004,,341.8,,,8.0988,,
4/21/2004,,,337.4586895,,,8.11591017,
4/25/2004,,,,360.09,,,8.095921491
5/15/2004,380.43,,,,,,
5/18/2004,,,360.7553403,,,8.091805,
5/19/2004,,349.4,,,8.0878,,
6/15/2004,,,367.5356981,,,8.083785828,
6/15/2004,379.64,,,,,,
6/16/2004,,352.5,,,8.0852,,
7/13/2004,,365.6,,,8.0701,,
7/15/2004,377.5,,,,,,
8/15/2004,375.69,,,,,,
8/16/2004,,366.1,,,8.071,,
8/17/2004,,,380.3808769,,,8.069394431,
9/15/2004,374.02,,,,,,
9/29/2004,,366,,,8.0705,,
10/15/2004,374.32,,,,,,
10/31/2004,,356.9,,,8.0836,,
11/4/2004,,,,406.02,,,8.056036537
11/15/2004,376.09,,,,,,
11/28/2004,,347.6,,,8.0898,,
12/13/2004,,,,370.62,,,8.09445629
12/15/2004,377.44,,,,,,
12/21/2004,,341.1,,,8.0992,,
1/10/2005,,,,348.72,,,8.109656703
1/15/2005,378.48,,,,,,
1/27/2005,,,337.4401017,,,8.116797409,
2/2/2005,,343.5,,,8.0963,,
2/8/2005,,,357.1311191,,,8.094445974,
2/14/2005,,,,349.14,,,8.1073288
2/15/2005,379.95,,,,,,
2/24/2005,,,333.6129774,,,8.121618859,
3/5/2005,,334.9,,,8.1065,,
3/8/2005,,,336.246116,,,8.118395934,
3/11/2005,,,,354.18,,,8.101959413
3/15/2005,380.61,,,,,,
4/6/2005,,,332.3880536,,,8.123239302,
4/14/2005,,,,357.17,,,8.099251511
4/15/2005,382,,,,,,
5/15/2005,382.27,,,,,,
5/18/2005,,350.2,,,8.0899,,
6/14/2005,,,392.3838406,,,8.060903527,
6/15/2005,,361,,,8.0809,,
6/15/2005,381.96,,,,,,
7/14/2005,,,,380.96,,,8.074643129
7/15/2005,380.98,,,,,,
7/17/2005,,373.7,,,8.0664,,
7/19/2005,,,431.0683327,,,8.022975921,
7/28/2005,,,,387.1,,,8.065112723
8/9/2005,,,416.0304297,,,8.036896871,
8/14/2005,,365,,,8.0751,,
8/15/2005,378.43,,,,,,
8/27/2005,,,,403.25,,,8.055878676
9/2/2005,,,,398.14,,,8.056311826
9/6/2005,,,402.4823245,,,8.044326077,
9/10/2005,,380,,,8.0601,,
9/15/2005,376.33,,,,,,
9/28/2005,,,,400.89,,,8.055773152
10/9/2005,,362.5,,,8.0777,,
10/11/2005,,,375.5567109,,,8.073619592,
10/15/2005,377,,,,,,
10/28/2005,,,,400,,,8.057783691
11/10/2005,,,367.6649524,,,8.082447308,
11/12/2005,,356.3,,,8.0843,,
11/15/2005,378.18,,,,,,
11/22/2005,,,,380.24,,,8.074729706
12/6/2005,,,,369.78,,,8.085405968
12/9/2005,,,343.4246616,,,8.108618352,
12/13/2005,,352.2,,,8.0888,,
12/15/2005,379.92,,,,,,
12/30/2005,,,,360.17,,,8.094551912
1/12/2006,,,,354.16,,,8.101986105
1/15/2006,380.96,,,,,,
1/25/2006,,330.3,,,8.1135,,
1/29/2006,,,336.2657916,,,8.117865069,
2/8/2006,,,324.9369583,,,8.129852386,
2/15/2006,,347.5,,,8.0953,,
2/15/2006,381.99,,,,,,
2/22/2006,,,332.3060502,,,8.122450087,
3/5/2006,,,,347.19,,,8.110003047
3/10/2006,,335.4,,,8.1084,,
3/15/2006,382.36,,,,,,
4/2/2006,,334.9,,,8.104,,
4/5/2006,,,329.0039942,,,8.126843456,
4/6/2006,,,,359.44,,,8.110197862
4/15/2006,384.76,,,,,,
4/28/2006,,,,366.55,,,8.089838679
5/10/2006,,,367.6820672,,,8.083297915,
5/15/2006,385.36,,,,,,
5/24/2006,,,,370.7,,,8.082168376
5/27/2006,,352.4,,,8.0901,,
6/7/2006,,,,383.68,,,8.071333727
6/8/2006,,,,378.8,,,8.075476274
6/14/2006,,373.5,,,8.0646,,
6/15/2006,383.91,,,,,,
6/27/2006,,,385.22231,,,8.064439548,
7/13/2006,,359.2,,,8.0804,,
7/14/2006,,,,387.02,,,8.068125236
7/15/2006,382.35,,,,,,
7/19/2006,,,416.7742317,,,8.034790526,
8/9/2006,,365.6,,,8.0723,,
8/9/2006,,,412.9531253,,,8.037318597,
8/10/2006,,,,404.14,,,8.056471606
8/15/2006,380.03,,,,,,
8/31/2006,,,,410.21,,,8.051341589
9/6/2006,,,432.4843073,,,8.021922356,
9/13/2006,,,,400.85,,,8.053244233
9/14/2006,,,377.8026493,,,8.071664136,
9/15/2006,378.44,,,,,,
9/16/2006,,363.3,,,8.077,,
9/28/2006,,,406.5847411,,,8.043965261,
10/3/2006,,,,410.53,,,8.045372266
10/12/2006,,,384.9562572,,,8.062908003,
10/15/2006,379.05,,,,,,
10/21/2006,,372.2,,,8.0679,,
11/8/2006,,,372.9872426,,,8.076350852,
11/9/2006,,362.6,,,8.0772,,
11/11/2006,,,,394.36,,,8.061376979
11/15/2006,380.09,,,,,,
12/5/2006,,,364.4763725,,,8.085163509,
12/10/2006,,350.1,,,8.0908,,
12/15/2006,381.38,,,,,,
12/22/2006,,,,361.2,,,8.093818705
1/5/2007,,,,356.85,,,8.098595072
1/15/2007,382.95,,,,,,
2/7/2007,,338,,,8.1047,,
2/15/2007,384.19,,,,,,
2/22/2007,,,,354.7,,,8.111867763
3/15/2007,384.36,,,,,,
3/21/2007,,345.1,,,8.0973,,
3/21/2007,,,,361.07,,,8.097563214
3/21/2007,,,337.3585625,,,8.117618349,
4/3/2007,,,353.862847,,,8.100845028,
4/8/2007,,,,362.5,,,8.100580043
4/15/2007,,,341.6227864,,,8.112823073,
4/15/2007,386.47,,,,,,
5/5/2007,,358.9,,,8.0808,,
5/15/2007,386.48,,,,,,
5/17/2007,,,,363.82,,,8.09154501
5/17/2007,,,357.8428768,,,8.095633595,
5/31/2007,,,,371.5,,,8.083822639
6/15/2007,385.97,,,,,,
6/21/2007,,,390.255509,,,8.062000576,
7/5/2007,,,,377.19,,,8.078205107
7/8/2007,,377.1,,,8.0631,,
7/15/2007,384.62,,,,,,
7/19/2007,,,420.4320111,,,8.032915126,
8/4/2007,,373.8,,,8.066,,
8/15/2007,381.66,,,,,,
8/17/2007,,,428.1094245,,,8.024335961,
8/23/2007,,,,392.64,,,8.062997767
9/3/2007,,378.6,,,8.0616,,
9/8/2007,,,384.6412666,,,8.061453998,
9/15/2007,380.24,,,,,,
10/3/2007,,376.4,,,8.0639,,
10/6/2007,,,366.1088911,,,8.079892315,
10/8/2007,,,,405.48,,,8.052116716
10/13/2007,,,,396.29,,,8.058596496
10/15/2007,380.79,,,,,,
10/25/2007,,,,390.02,,,8.064128506
10/29/2007,,,,398.6,,,8.060970408
11/14/2007,,,363.9765034,,,8.085038473,
11/15/2007,382.36,,,,,,
12/2/2007,,372.1,,,8.0678,,
12/6/2007,,,357.413987,,,8.09368801,
12/15/2007,383.81,,,,,,
12/21/2007,,355.5,,,8.0856,,
1/15/2008,385.46,,,,,,
1/17/2008,,,344.3211346,,,8.10854039,
1/30/2008,,347.4,,,8.0957,,
2/12/2008,,,336.9385139,,,8.116810492,
2/15/2008,385.24,,,,,,
2/23/2008,,,343.4117981,,,8.110458814,
2/24/2008,,347.4,,,8.0957,,
3/3/2008,,,,356,,,8.101132035
3/7/2008,,,,350.01,,,8.101945894
3/13/2008,,,333.674502,,,8.121008567,
3/15/2008,385.84,,,,,,
3/25/2008,,,341.1286803,,,8.113101163,
4/14/2008,,,,366.68,,,8.089580272
4/15/2008,,,358.8790034,,,8.094634851,
4/15/2008,387.35,,,,,,
4/24/2008,,,,367.38,,,8.084115329
5/15/2008,388.63,,,,,,
5/28/2008,,371.1,,,8.0694,,
5/30/2008,,,364.1115969,,,8.088053108,
6/15/2008,388.12,,,,,,
6/22/2008,,,401.5161644,,,8.051316555,
6/26/2008,,367,,,8.0735,,
7/15/2008,386.53,,,,,,
7/18/2008,,,407.6711059,,,8.045047672,
7/27/2008,,376.9,,,8.0635,,
8/14/2008,,,425.66449,,,8.027370823,
8/15/2008,383.77,,,,,,
8/17/2008,,366.7,,,8.0729,,
8/22/2008,,,,388.03,,,8.067735578
9/12/2008,,,416.5034364,,,8.031768141,
9/15/2008,382.78,,,,,,
10/9/2008,,,397.2761451,,,8.052097185,
10/11/2008,,361,,,8.0799,,
10/15/2008,382.5,,,,,,
11/10/2008,,,359.3078871,,,8.091561837,
11/15/2008,383.98,,,,,,
12/1/2008,,360.5,,,8.0816,,
12/3/2008,,,,376.13,,,8.081128401
12/6/2008,,,,374.99,,,8.083002248
12/15/2008,385.35,,,,,,
12/16/2008,,,350.5955649,,,8.101436818,
1/15/2009,386.82,,,,,,
1/21/2009,,344.1,,,8.0996,,
1/26/2009,,,,366.76,,,8.09557857
2/9/2009,,,358.2771227,,,8.095387391,
2/15/2009,387.19,,,,,,
2/18/2009,,337,,,8.1084,,
2/21/2009,,,,358.05,,,8.09822987
3/15/2009,388.23,,,,,,
3/19/2009,,,344.1774173,,,8.109998311,
3/25/2009,,,,366.11,,,8.091910346
4/1/2009,,,346.1177326,,,8.108439623,
4/8/2009,,,,353.43,,,8.101796446
4/15/2009,,,357.8904671,,,8.096509969,
4/15/2009,389.36,,,,,,
4/29/2009,,354.6,,,8.0898,,
5/15/2009,390.11,,,,,,
5/16/2009,,,385.2705698,,,8.070760154,
5/20/2009,,,,367.21,,,8.095248177
5/28/2009,,374.7,,,8.0693,,
6/11/2009,,,406.8249644,,,8.046685814,
6/15/2009,389.55,,,,,,
7/4/2009,,375.3,,,8.0676,,
7/15/2009,,,404.87976,,,8.043561236,
7/15/2009,387.66,,,,,,
7/25/2009,,384.4,,,8.0584,,
8/15/2009,,,435.670215,,,8.016474334,
8/15/2009,385.7,,,,,,
8/19/2009,,381.3,,,8.0614,,
9/12/2009,,,428.9925786,,,8.02252465,
9/15/2009,384.26,,,,,,
9/25/2009,,390.8,,,8.0541,,
10/10/2009,,,393.4248086,,,8.053471173,
10/15/2009,384.32,,,,,,
10/27/2009,,,,412.62,,,8.040684027
11/4/2009,,375.7,,,8.0667,,
11/7/2009,,,,,,,8.046015033
11/8/2009,,,374.274943,,,8.07357118,
11/10/2009,,,,412.55,,,8.058878773
11/15/2009,385.89,,,,,,
12/9/2009,,,362.1531599,,,8.088198333,
12/10/2009,,363.7,,,8.0801,,
12/15/2009,387.3,,,,,,
1/15/2010,388,,,,,,
2/5/2010,,,343.0277616,,,8.111957277,
2/15/2010,389.89,,,,,,
2/24/2010,,,353.4098848,,,8.100975355,
3/9/2010,,,355.26721,,,8.099094153,
3/10/2010,,347.4,,,8.0969,,
3/15/2010,390.58,,,,,,
3/25/2010,,,376.5742514,,,8.078173261,
4/7/2010,,347.8,,,8.0968,,
4/7/2010,,,337.6944107,,,8.116954524,
4/15/2010,392.6,,,,,,
4/22/2010,,,349.4807571,,,8.104831235,
5/14/2010,,,353.5515757,,,8.100135147,
5/15/2010,392.99,,,,,,
5/19/2010,,359.9,,,8.0839,,
6/9/2010,,375.9,,,8.0688,,
6/15/2010,392.25,,,,,,
6/23/2010,,,461.4858338,,,8.00000971,
7/9/2010,,373.1,,,8.0703,,
7/15/2010,390.04,,,,,,
7/24/2010,,,433.4843156,,,8.022401179,
8/8/2010,,364.1,,,8.0785,,
8/15/2010,387.75,,,,,,
8/21/2010,,,420.1568412,,,8.031009605,
9/4/2010,,373.2,,,8.0691,,
9/6/2010,,,395.8082056,,,8.049707683,
9/15/2010,386.2,,,,,,
10/4/2010,,377,,,8.0651,,
10/7/2010,,,374.1271483,,,8.073520276,
10/15/2010,387.06,,,,,,
11/15/2010,388.54,,,,,,
11/21/2010,,370.4,,,8.0715,,
12/9/2010,,,336.9870677,,,8.115200059,
12/15/2010,389.62,,,,,,
1/15/2011,391.57,,,,,,
1/29/2011,,355.4,,,8.0891,,
2/15/2011,391.53,,,,,,
2/23/2011,,,332.6248804,,,8.122484568,
3/1/2011,,351.2,,,8.0918,,
3/15/2011,392.05,,,,,,
3/27/2011,,,322.011218,,,8.134552693,
4/7/2011,,,319.1803811,,,8.138034932,
4/12/2011,,353.3,,,8.0885,,
4/15/2011,393.56,,,,,,
4/27/2011,,,350.2801724,,,8.103671334,
5/10/2011,,362.9,,,8.0797,,
5/15/2011,394.58,,,,,,
5/18/2011,,,343.8221075,,,8.110174366,
6/15/2011,393.37,,,,,,
7/7/2011,,,433.7838308,,,8.021288877,
7/15/2011,392.4,,,,,,
7/20/2011,,370.5,,,8.0696,,
8/15/2011,390.03,,,,,,
8/19/2011,,,404.0111574,,,8.045854243,
8/30/2011,,369.2,,,8.0717,,
9/15/2011,388.42,,,,,,
9/27/2011,,377,,,8.0645,,
10/15/2011,389.09,,,,,,
11/5/2011,,373.3,,,8.0674,,
11/15/2011,390.34,,,,,,
11/29/2011,,361.6,,,8.0802,,
12/15/2011,391.79,,,,,,
12/20/2011,,362,,,8.0811,,
1/15/2012,393,,,,,,
1/19/2012,,356.3,,,8.0876,,
1/30/2012,,,332.3568422,,,8.121909025,
2/10/2012,,,331.6727828,,,8.123044112,
2/15/2012,393.27,,,,,,
3/15/2012,394.22,,,,,,
3/25/2012,,353.5,,,8.0905,,
3/29/2012,,,332.9772493,,,8.122809132,
4/12/2012,,,344.8554306,,,8.109307107,
4/15/2012,396.28,,,,,,
4/26/2012,,,361.2053001,,,8.091808342,
5/2/2012,,364.5,,,8.0789,,
5/15/2012,396.96,,,,,,
5/20/2012,,,365.864946,,,8.085929417,
5/31/2012,,370.4,,,8.0725,,
6/15/2012,395.9,,,,,,
6/19/2012,,,383.7856926,,,8.065654229,
6/27/2012,,377.6,,,8.0664,,
7/13/2012,,,424.0529667,,,8.02886285,
7/15/2012,394.18,,,,,,
8/1/2012,,387.1,,,8.0563,,
8/15/2012,391.83,,,,,,
8/18/2012,,392.1,,,8.0499,,
8/21/2012,,,421.4365991,,,8.028949747,
9/13/2012,,,401.3438493,,,8.048093376,
9/15/2012,,394.6,,,8.0477,,
9/15/2012,390.97,,,,,,
10/8/2012,,384.1,,,8.0587,,
10/15/2012,390.9,,,,,,
10/20/2012,,,386.5306775,,,8.062217613,
11/15/2012,393.18,,,,,,
12/4/2012,,374.7,,,8.0697,,
12/12/2012,,,353.5543085,,,8.096734311,
12/15/2012,394.48,,,,,,
1/15/2013,395.62,,,,,,
2/13/2013,,362.7,,,8.0821,,
2/13/2013,,,355.9343085,,,8.097346958,
2/15/2013,396.73,,,,,,
3/7/2013,,361.4,,,8.084,,
3/13/2013,,,336.9534261,,,8.118667261,
3/15/2013,397.87,,,,,,
3/27/2013,,,342.185218,,,8.111026573,
4/6/2013,,363.7,,,8.0822,,
4/8/2013,,,342.5417145,,,8.111792847,
4/15/2013,398.62,,,,,,
5/15/2013,400.11,,,,,,
5/16/2013,,,403.6380489,,,8.051616432,
5/18/2013,,384.5,,,8.0571,,
6/15/2013,398.7,,,,,,
6/16/2013,,,403.4789846,,,8.050519417,
6/26/2013,,385.5,,,8.0581,,
7/6/2013,,,442.6456718,,,8.015719582,
7/15/2013,397.58,,,,,,
8/3/2013,,,446.5187412,,,8.009321349,
8/15/2013,394.76,,,,,,
9/12/2013,,394.5,,,8.0499,,
9/15/2013,393.5,,,,,,
9/18/2013,,,409.9948234,,,8.040791663,
10/2/2013,,379.5,,,8.0633,,
10/15/2013,394.02,,,,,,
10/20/2013,,,385.3653562,,,8.060866285,
10/28/2013,,386.4,,,8.0563,,
11/15/2013,,,366.2892392,,,8.081727183,
11/15/2013,395.65,,,,,,
11/27/2013,,370.8,,,8.0733,,
12/10/2013,,,354.9678677,,,8.095478758,
12/15/2013,397.26,,,,,,
12/21/2013,,361.6,,,8.0824,,
1/15/2014,398.01,,,,,,
1/16/2014,,363.4,,,8.0817,,
2/15/2014,,356.5,,,8.0888,,
2/15/2014,398.21,,,,,,
3/6/2014,,362.8,,,8.0806,,
3/7/2014,,,348.107177,,,8.103823786,
3/15/2014,400.11,,,,,,
4/11/2014,,358.7,,,8.0857,,
4/12/2014,,,322.4949633,,,8.13514114,
4/15/2014,401.8,,,,,,
4/30/2014,,,338.0646764,,,8.116748477,
5/15/2014,402.47,,,,,,
6/1/2014,,368.2,,,8.0751,,
6/13/2014,,,381.2488516,,,8.070694073,
6/15/2014,401.72,,,,,,
7/1/2014,,383.2,,,8.06,,
7/11/2014,,,420.6503682,,,8.031094448,
7/15/2014,399.05,,,,,,
8/15/2014,396.76,,,,,,
8/22/2014,,,415.8370671,,,8.032810409,
9/14/2014,,,429.903776,,,8.022454396,
9/15/2014,,398.7,,,8.0417,,
9/15/2014,395.48,,,,,,
10/14/2014,,388.6,,,8.0516,,
10/15/2014,395.6,,,,,,
11/15/2014,397.43,,,,,,
11/21/2014,,,366.6521561,,,8.082893968,
11/22/2014,,371.2,,,8.0709,,
12/11/2014,,,357.0222276,,,8.094496477,
12/15/2014,399.36,,,,,,
12/17/2014,,369.1,,,8.0744,,
1/15/2015,400.15,,,,,,
2/4/2015,,,341.7809254,,,8.111783301,
2/15/2015,400.61,,,,,,
2/25/2015,,365.4,,,8.0781,,
3/13/2015,,,336.9994725,,,8.117603667,
3/15/2015,401.5,,,,,,
3/29/2015,,366.3,,,8.0776,,
4/9/2015,,,352.9487194,,,8.099047636,
4/15/2015,403.82,,,,,,
4/22/2015,,360.3,,,8.0822,,
4/24/2015,,,364.4074435,,,8.087843759,
5/13/2015,,,371.047799,,,8.08202182,
5/15/2015,404.12,,,,,,
5/24/2015,,367.2,,,8.0764,,
6/15/2015,403.03,,,,,,
6/20/2015,,383.5,,,8.058,,
6/24/2015,,,433.1137247,,,8.023464854,
7/15/2015,401.27,,,,,,
7/17/2015,,,402.8411744,,,8.047021861,
7/20/2015,,400.2,,,8.0424,,
8/13/2015,,389.9,,,8.0536,,
8/15/2015,398.76,,,,,,
8/20/2015,,,420.6582928,,,8.027669724,
9/13/2015,,,416.610984,,,8.032760066,
9/15/2015,397.61,,,,,,
10/14/2015,,378.4,,,8.0639,,
10/15/2015,398.43,,,,,,
11/14/2015,,374.8,,,8.067,,
11/15/2015,400.05,,,,,,
11/29/2015,,,357.7930395,,,8.093565282,
12/9/2015,,369,,,8.0711,,
12/13/2015,,,360.6282483,,,8.090315598,
12/15/2015,401.56,,,,,,
1/13/2016,,358.8,,,8.0818,,
1/15/2016,402.68,,,,,,
2/10/2016,,360,,,8.0814,,
2/15/2016,404.02,,,,,,
3/9/2016,,359,,,8.0832,,
3/9/2016,,,345.8610494,,,8.108648006,
3/15/2016,404.67,,,,,,
3/24/2016,,,351.0406511,,,8.102892306,
4/15/2016,,362.7,,,8.0779,,
4/15/2016,407.22,,,,,,
4/16/2016,,,349.7638855,,,8.10463096,
5/5/2016,,,363.9655665,,,8.089941649,
5/15/2016,407.93,,,,,,
5/29/2016,,376.2,,,8.0642,,
6/15/2016,,,417.4384877,,,8.037001645,
6/15/2016,406.15,,,,,,
7/12/2016,,382.3,,,8.0581,,
7/15/2016,404.49,,,,,,
7/23/2016,,,452.1493365,,,8.005106132,
8/10/2016,,383,,,8.0572,,
8/15/2016,402.1,,,,,,
8/19/2016,,,443.8547649,,,8.011366901,
9/15/2016,400.28,,,,,,
9/21/2016,,,418.781076,,,8.033291949,
10/15/2016,401.58,,,,,,
10/16/2016,,385.8,,,8.0551,,
10/19/2016,,,378.2112233,,,8.072954923,
11/15/2016,403.31,,,,,,
11/27/2016,,374,,,8.0676,,
12/14/2016,,,353.9209065,,,8.098295807,
12/15/2016,404.42,,,,,,
1/7/2017,,,351.7482175,,,8.101998973,
1/15/2017,405.85,,,,,,
1/24/2017,,371.8,,,8.0702,,
2/15/2017,406.59,,,,,,
2/19/2017,,,345.673172,,,8.109861876,
2/23/2017,,366.7,,,8.0742,,
3/15/2017,407.12,,,,,,
3/29/2017,,363.5,,,8.0775,,
4/10/2017,,,354.6244192,,,8.10036843,
4/15/2017,409.5,,,,,,
4/26/2017,,375.2,,,8.0652,,
5/10/2017,,,380.20102,,,8.074470928,
5/15/2017,410.06,,,,,,
5/24/2017,,376.9,,,8.0634,,
6/14/2017,,,413.6642219,,,8.041515837,
6/15/2017,409.25,,,,,,
6/21/2017,,387.8,,,8.0511,,
7/15/2017,406.87,,,,,,
8/9/2017,,390.4,,,8.0494,,
8/15/2017,405.1,,,,,,
9/13/2017,,,416.3135506,,,8.035243494,
9/15/2017,403.12,,,,,,
10/7/2017,,389.4,,,8.0517,,
10/15/2017,403.74,,,,,,
10/18/2017,,,384.686591,,,8.065236841,
11/9/2017,,378.6,,,8.0622,,
11/15/2017,405.21,,,,,,
11/18/2017,,,370.047393,,,8.080301561,
12/13/2017,,361.3,,,8.0811,,
12/13/2017,,,362.4937829,,,8.089024179,
12/15/2017,406.6,,,,,,
1/15/2018,407.99,,,,,,
2/11/2018,,,352.8432652,,,8.102744572,
2/15/2018,408.59,,,,,,
2/26/2018,,361.7,,,8.0803,,
2/27/2018,,,358.808182,,,8.095748323,
3/15/2018,,,354.0923732,,,8.101386183,
3/15/2018,409.35,,,,,,
4/14/2018,,,367.7519303,,,8.086898766,
4/15/2018,410.45,,,,,,
4/18/2018,,361.9,,,8.0816,,
4/26/2018,,,370.6424457,,,8.084219259,
5/15/2018,411.67,,,,,,
5/16/2018,,365.1,,,8.0758,,
5/24/2018,,,415.8103471,,,8.04075874,
6/15/2018,,,414.9157238,,,8.039081792,
6/15/2018,410.23,,,,,,
6/27/2018,,385.4,,,8.0541,,
7/15/2018,408.87,,,,,,
7/21/2018,,,427.0898698,,,8.027536884,
7/25/2018,,386.1,,,8.0548,,
8/14/2018,,,452.0696522,,,8.005416882,
8/15/2018,407.16,,,,,,
9/11/2018,,397.3,,,8.0403,,
9/12/2018,,,445.4833918,,,8.009860125,
9/15/2018,405.5,,,,,,
10/13/2018,,382.8,,,8.0576,,
10/15/2018,406.07,,,,,,
10/21/2018,,,386.5798302,,,8.066712696,
11/7/2018,,,370.3551018,,,8.082258363,
11/7/2018,,,375.1039003,,,8.076376907,
11/15/2018,407.89,,,,,,
11/17/2018,,381.6,,,8.0608,,
12/15/2018,,,360.6979391,,,8.092306167,
12/15/2018,409.26,,,,,,
1/12/2019,,,368.2391941,,,8.084909737,
1/15/2019,410.91,,,,,,
1/16/2019,,369.8,,,8.0704,,
2/15/2019,411.89,,,,,,
2/18/2019,,,352.7333696,,,8.10217629,
2/20/2019,,365.5,,,8.0754,,
3/12/2019,,,348.6093159,,,8.106713911,
3/15/2019,412.55,,,,,,
4/11/2019,,,365.6655237,,,8.088694016,
4/15/2019,413.48,,,,,,
4/22/2019,,,377.8017798,,,8.076346304,
5/3/2019,,381.3,,,8.0592,,
5/14/2019,,,395.5117883,,,8.057808115,
5/15/2019,414.79,,,,,,
6/8/2019,,,404.3495517,,,8.050903054,
6/12/2019,,396.7,,,8.0438,,
6/15/2019,414.15,,,,,,
7/2/2019,,395,,,8.043,,
7/15/2019,411.86,,,,,,
7/17/2019,,,453.750592,,,8.006750113,
8/3/2019,,399.6,,,8.0391,,
8/15/2019,409.98,,,,,,
8/19/2019,,,465.2845745,,,7.992795905,
9/5/2019,,412.1,,,8.0272,,
9/10/2019,,,439.0797247,,,8.015308596,
9/15/2019,408.25,,,,,,
10/15/2019,408.36,,,,,,
10/18/2019,,390.4,,,8.0494,,
11/15/2019,410.31,,,,,,
12/15/2019,411.78,,,,,,
12/19/2019,,381,,,8.058,,
1/15/2020,413.38,,,,,,
2/15/2020,413.7,,,,,,
3/15/2020,414.36,,,,,,
4/15/2020,415.98,,,,,,
5/15/2020,417.03,,,,,,
6/15/2020,416.6,,,,,,
