    Date,Alert,Point Barrow,Station P,La Jolla Pier,Baja,Mauna Loa,Christmas Island,American Samoa,Kermadec Islands,New Zealand,South Pole
1/15/1957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2/15/1957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3/15/1957,NaN,NaN,NaN,315.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4/15/1957,NaN,NaN,NaN,315.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5/15/1957,NaN,NaN,NaN,315.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6/15/1957,NaN,NaN,NaN,315.28,NaN,NaN,NaN,NaN,NaN,NaN,312.79
7/15/1957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8/15/1957,NaN,NaN,NaN,309.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9/15/1957,NaN,NaN,NaN,309.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10/15/1957,NaN,NaN,NaN,312.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11/15/1957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12/15/1957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,314.48
1/15/1958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2/15/1958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3/15/1958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,314.3
4/15/1958,NaN,NaN,NaN,316.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5/15/1958,NaN,NaN,NaN,317.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6/15/1958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,314.51
7/15/1958,NaN,NaN,NaN,313.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8/15/1958,NaN,NaN,NaN,310.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9/15/1958,NaN,NaN,NaN,311.09,NaN,NaN,NaN,NaN,NaN,NaN,315.33
10/15/1958,NaN,NaN,NaN,312.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11/15/1958,NaN,NaN,NaN,315.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12/15/1958,NaN,NaN,NaN,316.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1/15/1959,NaN,NaN,NaN,317.22,NaN,NaN,NaN,NaN,NaN,NaN,315.09
2/15/1959,NaN,NaN,NaN,316.75,NaN,NaN,NaN,NaN,NaN,NaN,315.13
3/15/1959,NaN,NaN,NaN,317.65,NaN,NaN,NaN,NaN,NaN,NaN,315.08
4/15/1959,NaN,NaN,NaN,317.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5/15/1959,NaN,NaN,NaN,317.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6/15/1959,NaN,NaN,NaN,317.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7/15/1959,NaN,NaN,NaN,313.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8/15/1959,NaN,NaN,NaN,310.28,NaN,NaN,NaN,NaN,NaN,NaN,315.98
9/15/1959,NaN,NaN,NaN,311.29,NaN,NaN,NaN,NaN,NaN,NaN,316.24
10/15/1959,NaN,NaN,NaN,314.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11/15/1959,NaN,NaN,NaN,316.41,NaN,NaN,NaN,NaN,NaN,NaN,316.31
12/15/1959,NaN,NaN,NaN,315.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1/15/1960,NaN,NaN,NaN,317.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2/15/1960,NaN,NaN,NaN,317.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3/15/1960,NaN,NaN,NaN,317.81,NaN,317.69,NaN,NaN,NaN,NaN,NaN
4/15/1960,NaN,NaN,NaN,319.61,NaN,319.06,NaN,NaN,NaN,NaN,NaN
5/15/1960,NaN,NaN,NaN,320.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6/15/1960,NaN,NaN,NaN,318.04,NaN,NaN,NaN,NaN,NaN,NaN,316.4
7/15/1960,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,316.73
8/15/1960,NaN,NaN,NaN,NaN,NaN,315.74,NaN,NaN,NaN,NaN,316.76
9/15/1960,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10/15/1960,NaN,NaN,NaN,NaN,NaN,312.84,NaN,NaN,NaN,NaN,NaN
11/15/1960,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12/15/1960,NaN,NaN,NaN,NaN,NaN,316.8,NaN,NaN,NaN,NaN,NaN
1/15/1961,NaN,NaN,NaN,NaN,NaN,317.4,NaN,NaN,NaN,NaN,NaN
2/15/1961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,316.98
3/15/1961,NaN,NaN,NaN,NaN,NaN,318.13,NaN,NaN,NaN,NaN,NaN
4/15/1961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5/15/1961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,316.8
6/15/1961,NaN,NaN,NaN,NaN,NaN,318.82,NaN,NaN,NaN,NaN,316.86
7/15/1961,NaN,315.23,NaN,NaN,NaN,318.94,NaN,NaN,NaN,NaN,316.95
8/15/1961,NaN,310.13,NaN,NaN,NaN,315.49,NaN,NaN,NaN,NaN,317.37
9/15/1961,NaN,312.37,NaN,NaN,NaN,315.62,NaN,NaN,NaN,NaN,317.67
10/15/1961,NaN,317.14,NaN,NaN,NaN,314.91,NaN,NaN,NaN,NaN,317.75
11/15/1961,NaN,319.7,NaN,NaN,NaN,316.17,NaN,NaN,NaN,NaN,317.86
12/15/1961,NaN,320.75,NaN,NaN,NaN,318.15,NaN,NaN,NaN,NaN,317.66
1/15/1962,NaN,NaN,NaN,NaN,NaN,317.86,NaN,NaN,NaN,NaN,317.45
2/15/1962,NaN,323.18,NaN,NaN,NaN,318.35,NaN,NaN,NaN,NaN,317.26
3/15/1962,NaN,322.41,NaN,320.18,NaN,320.02,NaN,NaN,NaN,NaN,317.05
4/15/1962,NaN,322.88,NaN,320.71,NaN,320.29,NaN,NaN,NaN,NaN,317.12
5/15/1962,NaN,323.96,NaN,320.92,NaN,321.53,NaN,NaN,NaN,NaN,317.18
6/15/1962,NaN,322.31,NaN,NaN,NaN,320.06,NaN,NaN,NaN,NaN,317.25
7/15/1962,NaN,316.17,NaN,NaN,NaN,318.01,NaN,NaN,NaN,NaN,317.28
8/15/1962,NaN,310.07,NaN,NaN,NaN,317.12,NaN,NaN,NaN,NaN,317.65
9/15/1962,NaN,312.33,NaN,NaN,NaN,315.36,NaN,NaN,NaN,NaN,318.07
10/15/1962,NaN,316.55,NaN,NaN,NaN,314.66,NaN,NaN,NaN,NaN,NaN
11/15/1962,NaN,320.37,NaN,NaN,NaN,316.95,NaN,NaN,NaN,NaN,NaN
12/15/1962,NaN,321.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,318.6
1/15/1963,NaN,322.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,318.13
2/15/1963,NaN,324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,317.86
3/15/1963,NaN,324.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,317.47
4/15/1963,NaN,324.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,317.9
5/15/1963,NaN,324.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,318.27
6/15/1963,NaN,322.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,318.22
7/15/1963,NaN,317.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,318.27
8/15/1963,NaN,312.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,318.65
9/15/1963,NaN,313.6,NaN,NaN,NaN,316.42,NaN,NaN,NaN,NaN,318.57
10/15/1963,NaN,317.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,319.02
11/15/1963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12/15/1963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1/15/1964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2/15/1964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3/15/1964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4/15/1964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5/15/1964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6/15/1964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7/15/1964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8/15/1964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9/15/1964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10/15/1964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11/15/1964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12/15/1964,NaN,321.76,NaN,NaN,NaN,319.02,NaN,NaN,NaN,NaN,NaN
1/15/1965,NaN,324.67,NaN,NaN,NaN,319.92,NaN,NaN,NaN,NaN,NaN
2/15/1965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,318.68
3/15/1965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,318.56
4/15/1965,NaN,NaN,NaN,NaN,NaN,322.61,NaN,NaN,NaN,NaN,318.69
5/15/1965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,318.89
6/15/1965,NaN,325.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7/15/1965,NaN,319.14,NaN,NaN,NaN,319.27,NaN,NaN,NaN,NaN,319.39
8/15/1965,NaN,313.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,319.68
9/15/1965,NaN,314.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10/15/1965,NaN,319.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11/15/1965,NaN,322.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,320.17
12/15/1965,NaN,323.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,320.26
1/15/1966,NaN,325.14,NaN,NaN,NaN,320.5,NaN,NaN,NaN,NaN,320.35
2/15/1966,NaN,324.81,NaN,NaN,NaN,321.89,NaN,NaN,NaN,NaN,320.04
3/15/1966,NaN,325.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,320.05
4/15/1966,NaN,326.12,NaN,NaN,NaN,324.42,NaN,NaN,NaN,NaN,320.31
5/15/1966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,320.45
6/15/1966,NaN,325.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,320.47
7/15/1966,NaN,319.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8/15/1966,NaN,314.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,321.08
9/15/1966,NaN,315.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,321.34
10/15/1966,NaN,320.22,NaN,NaN,NaN,319.33,NaN,NaN,NaN,NaN,321.46
11/15/1966,NaN,323.18,NaN,NaN,NaN,319.76,NaN,NaN,NaN,NaN,321.55
12/15/1966,NaN,325.37,NaN,NaN,NaN,321.15,NaN,NaN,NaN,NaN,321.06
1/15/1967,NaN,326.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2/15/1967,NaN,326.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,321
3/15/1967,NaN,326.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4/15/1967,NaN,327.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,320.86
5/15/1967,NaN,328.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,321
6/15/1967,NaN,326.54,NaN,NaN,NaN,324.84,NaN,NaN,NaN,NaN,320.97
7/15/1967,NaN,321.42,NaN,NaN,NaN,322.76,NaN,NaN,NaN,NaN,321.07
8/15/1967,NaN,316.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,321.87
9/15/1967,NaN,317.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,322.09
10/15/1967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,321.79
11/15/1967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,321.81
12/15/1967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,321.77
1/15/1968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,321.53
2/15/1968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3/15/1968,NaN,NaN,NaN,NaN,NaN,323.28,NaN,NaN,NaN,NaN,NaN
4/15/1968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,321.63
5/15/1968,NaN,NaN,NaN,NaN,NaN,326.23,NaN,NaN,NaN,NaN,321.46
6/15/1968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,321.44
7/15/1968,NaN,NaN,NaN,NaN,NaN,323.6,NaN,NaN,NaN,NaN,NaN
8/15/1968,NaN,NaN,NaN,NaN,NaN,322.58,NaN,NaN,NaN,NaN,NaN
9/15/1968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10/15/1968,NaN,NaN,NaN,NaN,NaN,319.38,NaN,NaN,NaN,NaN,NaN
11/15/1968,NaN,NaN,NaN,NaN,NaN,320.98,NaN,NaN,NaN,NaN,NaN
12/15/1968,NaN,NaN,NaN,NaN,NaN,323.06,NaN,NaN,NaN,NaN,322.65
1/15/1969,NaN,NaN,NaN,330.24,NaN,324.28,NaN,NaN,NaN,NaN,322.36
2/15/1969,NaN,NaN,NaN,326.49,NaN,324.15,NaN,NaN,NaN,NaN,NaN
3/15/1969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,322.26
4/15/1969,NaN,NaN,NaN,327.98,NaN,326.55,NaN,NaN,NaN,NaN,322.29
5/15/1969,NaN,NaN,330.75,NaN,NaN,328.14,NaN,NaN,NaN,NaN,322.59
6/15/1969,NaN,NaN,328.27,326.26,NaN,326.73,NaN,NaN,NaN,NaN,322.78
7/15/1969,NaN,NaN,323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,323.26
8/15/1969,NaN,NaN,317.93,NaN,NaN,323.73,NaN,NaN,NaN,NaN,323.6
9/15/1969,NaN,NaN,319.38,NaN,NaN,322.29,NaN,NaN,NaN,NaN,324.16
10/15/1969,NaN,NaN,323.06,325.65,NaN,321,NaN,NaN,NaN,NaN,323.94
11/15/1969,NaN,NaN,325.53,NaN,NaN,323.36,NaN,NaN,NaN,NaN,323.96
12/15/1969,NaN,NaN,326.95,NaN,NaN,323.52,NaN,NaN,NaN,NaN,NaN
1/15/1970,NaN,NaN,326.82,NaN,NaN,325.24,NaN,NaN,NaN,NaN,323.69
2/15/1970,NaN,NaN,328.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,323.53
3/15/1970,NaN,NaN,328.75,NaN,NaN,326.79,NaN,NaN,NaN,NaN,323.43
4/15/1970,NaN,NaN,331.71,329.15,NaN,328.23,NaN,NaN,NaN,NaN,323.68
5/15/1970,NaN,NaN,331.58,331.67,NaN,328.33,NaN,NaN,NaN,NaN,323.76
6/15/1970,NaN,NaN,328.91,328.07,NaN,NaN,NaN,NaN,NaN,NaN,324.18
7/15/1970,NaN,NaN,323.62,NaN,NaN,325.98,NaN,NaN,NaN,NaN,324.48
8/15/1970,NaN,NaN,319.7,NaN,NaN,323.39,NaN,NaN,NaN,NaN,324.69
9/15/1970,NaN,NaN,320.04,322.37,NaN,323.74,NaN,NaN,NaN,NaN,325.18
10/15/1970,NaN,NaN,324.7,NaN,NaN,323.09,NaN,NaN,NaN,NaN,325.18
11/15/1970,NaN,NaN,326.78,NaN,NaN,324.29,NaN,NaN,NaN,NaN,325.23
12/15/1970,NaN,NaN,327.95,327.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1/15/1971,NaN,NaN,328.7,NaN,NaN,326.06,NaN,NaN,NaN,NaN,324.8
2/15/1971,NaN,NaN,329.22,329.92,NaN,326.88,NaN,NaN,NaN,NaN,324.6
3/15/1971,NaN,NaN,329.83,330.57,NaN,327.01,NaN,NaN,NaN,NaN,324.32
4/15/1971,NaN,NaN,331.31,330.41,NaN,327.17,NaN,NaN,NaN,NaN,324.48
5/15/1971,NaN,NaN,331.76,330.62,NaN,328.54,NaN,NaN,NaN,NaN,324.67
6/15/1971,NaN,NaN,329.61,330.01,NaN,326.54,NaN,NaN,NaN,NaN,324.92
7/15/1971,NaN,NaN,325.64,324.49,NaN,326.89,NaN,NaN,NaN,NaN,325.15
8/15/1971,NaN,NaN,317.52,NaN,NaN,325.63,NaN,NaN,NaN,NaN,NaN
9/15/1971,NaN,NaN,320.08,NaN,NaN,323.52,NaN,NaN,NaN,NaN,325.77
10/15/1971,NaN,NaN,324.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11/15/1971,NaN,NaN,327.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,325.73
12/15/1971,NaN,NaN,327.72,NaN,NaN,325.99,NaN,NaN,NaN,NaN,NaN
1/15/1972,NaN,NaN,327.69,NaN,NaN,326.76,NaN,NaN,NaN,NaN,NaN
2/15/1972,NaN,NaN,330.11,NaN,NaN,328.17,NaN,NaN,NaN,NaN,NaN
3/15/1972,NaN,NaN,330.96,333.8,NaN,328.54,NaN,NaN,NaN,NaN,325.05
4/15/1972,NaN,NaN,332.43,330.92,NaN,329.87,NaN,NaN,NaN,NaN,325.17
5/15/1972,NaN,NaN,333.22,332.22,NaN,330.48,NaN,NaN,NaN,NaN,325.31
6/15/1972,NaN,NaN,330.21,NaN,NaN,329.37,NaN,NaN,NaN,NaN,325.83
7/15/1972,NaN,NaN,326.11,326.5,NaN,328.78,NaN,NaN,NaN,NaN,326.14
8/15/1972,NaN,NaN,320.21,NaN,NaN,326.89,NaN,NaN,NaN,NaN,326.85
9/15/1972,NaN,NaN,321.52,322.72,NaN,324.72,NaN,NaN,NaN,NaN,326.54
10/15/1972,NaN,NaN,326.01,327.24,NaN,325.13,NaN,NaN,NaN,NaN,326.76
11/15/1972,NaN,NaN,NaN,328.36,NaN,326.68,NaN,NaN,NaN,NaN,327.02
12/15/1972,NaN,NaN,329.97,330.36,NaN,327.78,NaN,NaN,NaN,NaN,326.81
1/15/1973,NaN,NaN,330.6,330.32,NaN,328.66,NaN,NaN,NaN,NaN,326.74
2/15/1973,NaN,NaN,332.38,331.38,NaN,329.16,NaN,NaN,NaN,NaN,326.34
3/15/1973,NaN,NaN,332.84,332.11,NaN,330.11,NaN,NaN,NaN,NaN,326.35
4/15/1973,NaN,NaN,334.2,333.76,NaN,331.33,NaN,NaN,NaN,NaN,326.82
5/15/1973,NaN,NaN,334.6,NaN,NaN,332.65,NaN,NaN,NaN,NaN,327.1
6/15/1973,NaN,NaN,333.26,NaN,NaN,332.02,NaN,NaN,NaN,NaN,327.42
7/15/1973,NaN,NaN,327.73,328.6,NaN,330.4,NaN,NaN,NaN,NaN,327.74
8/15/1973,NaN,NaN,323.1,322.19,NaN,329,NaN,NaN,NaN,NaN,328.4
9/15/1973,NaN,NaN,323.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,328.69
10/15/1973,NaN,NaN,328.78,328.81,NaN,327.21,NaN,NaN,NaN,NaN,328.62
11/15/1973,NaN,NaN,331.1,NaN,NaN,328.43,NaN,NaN,NaN,NaN,328.59
12/15/1973,NaN,NaN,331.8,NaN,NaN,329.2,NaN,NaN,NaN,NaN,328.6
1/15/1974,NaN,336.17,331.7,NaN,NaN,329.94,NaN,NaN,NaN,NaN,328.3
2/15/1974,NaN,NaN,332.91,333.69,NaN,329.49,NaN,NaN,NaN,NaN,328.08
3/15/1974,NaN,337.07,335.12,333.65,NaN,329.8,NaN,NaN,NaN,NaN,328.08
4/15/1974,NaN,336.34,334.87,335.7,NaN,332.45,NaN,NaN,NaN,NaN,327.97
5/15/1974,NaN,336.99,336,NaN,NaN,332.64,NaN,NaN,NaN,NaN,328.01
6/15/1974,NaN,336.35,334.11,NaN,NaN,331.54,NaN,NaN,NaN,NaN,327.89
7/15/1974,NaN,330.95,328.84,NaN,NaN,331.05,NaN,NaN,NaN,NaN,328.47
8/15/1974,NaN,323.04,NaN,327.38,NaN,329.02,NaN,NaN,NaN,NaN,328.69
9/15/1974,NaN,324.02,324.96,NaN,NaN,326.75,NaN,NaN,NaN,NaN,328.94
10/15/1974,NaN,327.84,328.76,330.88,NaN,327.8,NaN,NaN,NaN,NaN,329.03
11/15/1974,NaN,332.61,NaN,331.35,NaN,328.82,NaN,NaN,NaN,NaN,329.13
12/15/1974,NaN,335.01,333.79,NaN,NaN,330.41,331.27,NaN,NaN,NaN,328.98
1/15/1975,NaN,337.14,334.21,334.31,NaN,NaN,331.78,NaN,NaN,NaN,328.89
2/15/1975,NaN,338.74,335.4,NaN,NaN,331.07,331.85,NaN,NaN,NaN,328.89
3/15/1975,NaN,336.54,335.91,NaN,NaN,332.1,331.94,NaN,NaN,NaN,328.85
4/15/1975,NaN,337.32,336.67,334.78,NaN,333.24,332.53,NaN,NaN,NaN,328.94
5/15/1975,NaN,337.41,336.64,336.98,NaN,334.27,332.28,NaN,NaN,NaN,328.94
6/15/1975,NaN,335.48,334.73,NaN,NaN,332.51,NaN,NaN,NaN,NaN,329.07
7/15/1975,NaN,329.88,328.8,329.74,NaN,331.89,332.05,NaN,NaN,NaN,329.36
8/15/1975,NaN,324.21,322.51,NaN,NaN,329.97,331.24,NaN,NaN,NaN,329.82
9/15/1975,NaN,324.98,326.22,NaN,NaN,329.17,331.75,NaN,NaN,NaN,330.22
10/15/1975,NaN,329.34,330.95,328.83,NaN,328.34,332.26,NaN,NaN,NaN,330.55
11/15/1975,NaN,333.62,NaN,NaN,NaN,329,332.53,NaN,NaN,NaN,330.45
12/15/1975,NaN,335.71,334.54,334.86,NaN,330.73,332.65,NaN,NaN,NaN,330.27
1/15/1976,NaN,337.08,333.79,NaN,NaN,331.21,332.85,NaN,NaN,NaN,330.31
2/15/1976,NaN,337.35,335.31,334.94,NaN,332.78,332.27,NaN,NaN,NaN,329.99
3/15/1976,NaN,338.39,335.78,337.36,NaN,334.24,333.09,NaN,NaN,NaN,329.92
4/15/1976,NaN,339.37,339.03,338.48,NaN,334.7,NaN,NaN,NaN,NaN,329.62
5/15/1976,NaN,338.67,339.47,NaN,NaN,334.64,NaN,NaN,NaN,NaN,329.93
6/15/1976,NaN,336.59,336.12,334.74,NaN,334.72,NaN,NaN,NaN,NaN,329.99
7/15/1976,NaN,330.89,331.03,NaN,NaN,332.38,NaN,NaN,NaN,NaN,330.47
8/15/1976,NaN,324.38,NaN,328.77,NaN,330.65,NaN,NaN,NaN,NaN,331.01
9/15/1976,NaN,326.4,NaN,326.35,NaN,328.78,NaN,NaN,NaN,NaN,331.38
10/15/1976,NaN,329.68,331.37,NaN,NaN,328.49,NaN,NaN,NaN,NaN,331.7
11/15/1976,NaN,333.58,332.92,NaN,NaN,330.7,NaN,NaN,NaN,NaN,331.75
12/15/1976,NaN,337.7,334.33,334.37,NaN,332.17,332.61,NaN,NaN,NaN,331.43
1/15/1977,NaN,338.08,334.75,336.29,NaN,333.1,332.99,NaN,NaN,NaN,331.23
2/15/1977,NaN,337.28,336.09,335.51,NaN,333.07,333.43,NaN,NaN,NaN,330.99
3/15/1977,NaN,337.93,337.72,336.87,NaN,334.3,335.05,NaN,NaN,NaN,330.84
4/15/1977,NaN,NaN,339.32,NaN,NaN,336.17,335.97,NaN,NaN,NaN,331.33
5/15/1977,NaN,340.33,339.92,338.56,NaN,336.71,335.29,NaN,NaN,NaN,331.41
6/15/1977,NaN,337.98,336.98,NaN,NaN,336.48,334.85,NaN,NaN,NaN,331.62
7/15/1977,NaN,NaN,330.69,333.2,NaN,334.95,334.64,NaN,NaN,332.75,332.06
8/15/1977,NaN,326.48,NaN,NaN,NaN,331.68,333.59,NaN,NaN,NaN,332.45
9/15/1977,NaN,326.92,328.54,331.84,NaN,330.79,333.44,NaN,NaN,332.55,332.86
10/15/1977,NaN,333.47,NaN,334.25,NaN,330.36,333.49,NaN,NaN,332.34,333.08
11/15/1977,NaN,335.02,336.32,338.38,NaN,332.56,333.51,NaN,NaN,333.79,333.3
12/15/1977,NaN,339.83,336.76,NaN,NaN,334.11,334.14,NaN,NaN,333.32,333.19
1/15/1978,NaN,339.23,338.25,340.1,NaN,335.37,335.09,NaN,NaN,333.49,332.83
2/15/1978,NaN,340.66,338.1,NaN,NaN,336.12,335.58,NaN,NaN,333.26,332.68
3/15/1978,NaN,342.77,339.68,NaN,NaN,337.03,335.87,NaN,NaN,332.88,332.85
4/15/1978,NaN,NaN,NaN,339.65,NaN,NaN,335.73,NaN,NaN,NaN,332.98
5/15/1978,NaN,NaN,341.36,339.22,NaN,NaN,336.18,NaN,NaN,333.23,NaN
6/15/1978,NaN,NaN,338.85,338.41,NaN,337.76,335.89,NaN,NaN,333.77,333.37
7/15/1978,NaN,NaN,334.41,NaN,NaN,336.67,336.07,NaN,NaN,334.9,333.83
8/15/1978,NaN,NaN,327.88,331.41,NaN,NaN,335.77,NaN,NaN,334.11,334.28
9/15/1978,NaN,NaN,328.61,330.17,NaN,332.81,335.12,NaN,NaN,335.72,334.74
10/15/1978,NaN,NaN,NaN,336.14,NaN,NaN,335.44,NaN,NaN,NaN,334.83
11/15/1978,NaN,339.6,335.49,336.62,NaN,334.26,335.05,NaN,NaN,334.43,334.58
12/15/1978,NaN,339.3,339.51,340.12,NaN,335.03,335.8,NaN,NaN,NaN,334.29
1/15/1979,NaN,340.59,338.31,338.66,NaN,336.4,336.32,NaN,NaN,333.56,334.03
2/15/1979,NaN,341.57,339.43,339.76,NaN,336.91,336.92,NaN,NaN,335.2,334.03
3/15/1979,NaN,343.29,340.09,341.12,NaN,338.4,337.57,NaN,NaN,335.09,333.82
4/15/1979,NaN,342.48,341.78,341.38,NaN,338.44,338.7,NaN,NaN,NaN,334.18
5/15/1979,NaN,343.43,342.58,NaN,NaN,339.43,338.55,NaN,NaN,334.62,334.32
6/15/1979,NaN,342.88,NaN,NaN,NaN,339.02,337.84,NaN,NaN,NaN,334.52
7/15/1979,NaN,335.24,334.57,NaN,NaN,338.22,NaN,NaN,NaN,336.13,335.16
8/15/1979,NaN,NaN,329.6,333.33,NaN,336.23,NaN,NaN,NaN,336.33,335.72
9/15/1979,NaN,329.2,330.69,335.87,NaN,333.58,336.44,NaN,NaN,336.26,335.87
