    Date,Alert,Point Barrow,Station P,La Jolla Pier,Baja,Mauna Loa,Christmas Island,American Samoa,Kermadec Islands,New Zealand,South Pole
3/15/2011,397.44,398.11,NaN,395.35,NaN,392.05,390.62,389.2,NaN,386.24,386.78
4/15/2011,398.07,398.93,NaN,396.3,NaN,393.56,391.7,387.97,387.83,388.39,386.9
5/15/2011,398.37,398.52,NaN,395.99,NaN,394.58,391.5,389.4,NaN,NaN,387.02
6/15/2011,395.01,394.55,NaN,394.34,NaN,393.37,NaN,388.83,NaN,NaN,387.45
7/15/2011,NaN,384.37,NaN,388.14,NaN,392.4,391.94,389.03,389.82,388.21,387.8
8/15/2011,380.53,378.81,NaN,383.05,NaN,390.03,390.88,389.92,NaN,NaN,388.38
9/15/2011,381.8,383.32,NaN,NaN,NaN,388.42,390.64,NaN,NaN,389.27,388.67
10/15/2011,387.91,389.85,NaN,389.23,NaN,389.09,390.27,390.19,NaN,387.81,388.97
11/15/2011,393.55,395.22,NaN,393.41,NaN,390.34,390.78,390.32,NaN,NaN,388.83
12/15/2011,396.52,397.29,NaN,NaN,NaN,391.79,391.4,390.48,NaN,NaN,388.6
1/15/2012,398.83,398.9,NaN,395.76,NaN,393,NaN,391.42,NaN,388.25,388.87
2/15/2012,398.56,398.64,NaN,397.62,NaN,393.27,393.33,391.88,NaN,387.92,388.35
3/15/2012,399.19,399.04,NaN,397.11,NaN,394.22,393.99,391.78,390.49,388.33,388.7
4/15/2012,399.87,399.87,NaN,397.93,NaN,396.28,393.41,391.46,NaN,388.32,388.76
5/15/2012,400.15,400.65,NaN,398.05,NaN,396.96,393.01,391.32,NaN,389.08,389.16
6/15/2012,397.19,397.05,NaN,396.64,NaN,395.9,393.55,391.47,NaN,390.39,389.43
7/15/2012,389.48,385.7,NaN,391.06,NaN,394.18,NaN,390.54,390.22,NaN,390.18
8/15/2012,382.55,379.59,NaN,388.02,NaN,391.83,392.6,391.88,NaN,390.62,390.9
9/15/2012,385.93,386.19,NaN,390.22,NaN,390.97,NaN,391.65,390.76,391.36,391.08
10/15/2012,390.31,393.22,NaN,392.38,NaN,390.9,394.45,391.98,391.49,NaN,391.25
11/15/2012,395.91,398.16,NaN,395.36,NaN,393.18,393.83,392.77,NaN,NaN,391.12
12/15/2012,399.23,399.26,NaN,397.57,NaN,394.48,NaN,393.09,392.05,391.38,391.37
1/15/2013,400.84,401.11,NaN,399.65,NaN,395.62,NaN,394.74,NaN,391.49,391.19
2/15/2013,401.27,402.35,NaN,401.33,NaN,396.73,NaN,393.84,NaN,390.86,391.26
3/15/2013,401.29,403.02,NaN,399.33,NaN,397.87,NaN,393.96,391.69,391.8,391.31
4/15/2013,401.79,402.36,NaN,401.36,NaN,398.62,NaN,395.04,392.82,NaN,391.72
5/15/2013,NaN,403.26,NaN,401.22,NaN,400.11,NaN,394.93,NaN,392.61,392.34
6/15/2013,400.54,400.72,NaN,399.55,NaN,398.7,397.22,394.04,393.84,392.93,392.83
7/15/2013,394.69,389.88,NaN,392.21,NaN,397.58,397.1,394.69,NaN,NaN,393.38
8/15/2013,387.68,387.25,NaN,388.59,NaN,394.76,395.95,394.88,393.19,NaN,393.92
9/15/2013,387.82,388.66,NaN,392.17,NaN,393.5,397.44,395.06,NaN,393.9,394.08
10/15/2013,394.15,395.26,NaN,395.82,NaN,394.02,NaN,394.97,NaN,NaN,394.03
11/15/2013,399.71,399.65,NaN,NaN,NaN,395.65,395.79,395.27,NaN,NaN,394.04
12/15/2013,401.58,403.82,NaN,400.58,NaN,397.26,NaN,396.03,395.61,NaN,394.18
1/15/2014,NaN,402.6,NaN,401.72,NaN,398.01,397.52,396.92,NaN,393.2,394.17
2/15/2014,404.38,406.34,NaN,402.04,NaN,398.21,NaN,397.44,NaN,393.05,394
3/15/2014,406.66,405.15,NaN,403.73,NaN,400.11,397.64,396.27,NaN,393.82,393.97
4/15/2014,404.86,405.91,NaN,404.12,NaN,401.8,399.52,395.69,395.31,394.47,394.16
5/15/2014,405.48,405.71,NaN,403.56,NaN,402.47,398.71,395.42,395.15,NaN,394.44
6/15/2014,403.4,403.32,NaN,400.54,NaN,401.72,397.33,395.98,NaN,NaN,394.66
7/15/2014,396.14,393.93,NaN,395.98,NaN,399.05,397.77,397.65,NaN,NaN,395.16
8/15/2014,389.67,388.57,NaN,392.74,NaN,396.76,397.32,396.19,395.29,394.33,395.66
9/15/2014,NaN,389.88,NaN,394.09,NaN,395.48,397.09,396.29,NaN,395.66,395.96
10/15/2014,NaN,394.74,NaN,398.69,NaN,395.6,NaN,396.43,NaN,NaN,396.07
11/15/2014,399.22,401.68,NaN,401.48,NaN,397.43,NaN,397.02,396.02,394.96,396.03
12/15/2014,403.95,403.54,NaN,402.37,NaN,399.36,NaN,397.14,396.41,395.68,396.1
1/15/2015,404.02,405.32,NaN,NaN,NaN,400.15,NaN,398.99,NaN,NaN,396.16
2/15/2015,407.98,408.08,NaN,406.1,NaN,400.61,399.8,398.09,NaN,394.88,395.94
3/15/2015,407.83,407.04,NaN,403.49,NaN,401.5,399.83,398.82,397.01,NaN,395.85
4/15/2015,406.82,407.26,NaN,405.61,NaN,403.82,399.33,398.72,NaN,NaN,396.31
5/15/2015,407.43,407.38,NaN,404.76,NaN,404.12,NaN,397.41,NaN,NaN,396.88
6/15/2015,404.54,403.17,NaN,403.72,NaN,403.03,NaN,397.1,NaN,395.85,397.4
7/15/2015,397.59,392.74,NaN,397.22,NaN,401.27,NaN,397.97,397.6,397.84,398.05
8/15/2015,391.07,389.55,NaN,397.18,NaN,398.76,NaN,398.51,398.13,NaN,398.16
9/15/2015,392.37,392.47,NaN,395.76,NaN,397.61,NaN,398.66,NaN,NaN,398.62
10/15/2015,397.19,397.45,NaN,401.3,NaN,398.43,NaN,398.76,NaN,397.74,398.59
11/15/2015,403.87,404.41,NaN,402.56,NaN,400.05,400.06,399.54,399.09,NaN,398.75
12/15/2015,406.23,407.94,NaN,404.19,NaN,401.56,403.48,400.5,400.53,398.78,398.72
1/15/2016,406.63,408.45,NaN,404.99,NaN,402.68,NaN,399.82,400.42,399.05,398.75
2/15/2016,408.91,408.51,NaN,NaN,NaN,404.02,NaN,401.32,NaN,NaN,398.79
3/15/2016,409.03,408.37,NaN,406.5,NaN,404.67,NaN,402.9,NaN,399.1,399.32
4/15/2016,409.55,409.78,NaN,408.56,NaN,407.22,NaN,401.06,NaN,NaN,399.22
5/15/2016,409.24,409.26,NaN,408.14,NaN,407.93,NaN,399.75,NaN,NaN,400.25
6/15/2016,406.6,407.41,NaN,406.59,NaN,406.15,NaN,401.76,400.86,400.52,401
7/15/2016,399.37,396.39,NaN,400.27,NaN,404.49,NaN,401.9,NaN,NaN,401.11
8/15/2016,393.51,392.68,NaN,399.8,NaN,402.1,NaN,402.8,401.53,401.25,401.63
9/15/2016,394.41,398.24,NaN,399.45,NaN,400.28,NaN,402.22,NaN,NaN,401.92
10/15/2016,400.66,404.46,NaN,405.89,NaN,401.58,NaN,402.47,NaN,401.59,402.01
11/15/2016,405.76,406.87,NaN,406.57,NaN,403.31,405.05,402.66,402.08,NaN,401.73
12/15/2016,409.41,410.6,NaN,407.57,NaN,404.42,NaN,402.74,NaN,NaN,401.54
1/15/2017,412.43,413.4,NaN,408.59,NaN,405.85,NaN,404.84,NaN,399.63,NaN
2/15/2017,412.33,414.44,NaN,410.4,NaN,406.59,NaN,403.65,NaN,400.66,401.54
3/15/2017,413.61,414.67,NaN,410.84,NaN,407.12,NaN,403.86,NaN,NaN,401.32
4/15/2017,413.5,413.71,NaN,413.69,NaN,409.5,NaN,402.78,NaN,NaN,401.32
5/15/2017,413.74,413.31,NaN,410.67,NaN,410.06,NaN,404.83,NaN,NaN,401.77
6/15/2017,410.61,411.11,NaN,409.41,NaN,409.25,NaN,NaN,NaN,401.92,402.13
7/15/2017,403.55,400.02,NaN,405.94,NaN,406.87,NaN,404.42,NaN,403.51,402.57
8/15/2017,396.83,394.62,NaN,401.13,NaN,405.1,NaN,403.31,NaN,403.2,403.24
9/15/2017,397.7,397.26,NaN,404.41,NaN,403.12,NaN,404,NaN,NaN,403.62
10/15/2017,402.55,403.43,NaN,404.86,NaN,403.74,NaN,404.46,NaN,NaN,403.7
11/15/2017,407.77,410.27,NaN,407.95,NaN,405.21,NaN,NaN,NaN,402.72,NaN
12/15/2017,410.22,409.94,NaN,407.45,NaN,406.6,NaN,405.69,NaN,NaN,403.84
1/15/2018,413.42,412.44,NaN,410.26,NaN,407.99,NaN,406.49,NaN,NaN,403.95
2/15/2018,413.3,415.94,NaN,411.43,NaN,408.59,NaN,407.26,NaN,NaN,403.89
3/15/2018,413.94,414.09,NaN,412.9,NaN,409.35,NaN,407.64,406.07,402.9,404.16
4/15/2018,415.75,415.84,NaN,413.47,NaN,410.45,NaN,407.16,405.26,403.81,404.35
5/15/2018,415.18,416.07,NaN,413.6,NaN,411.67,NaN,405.93,404.42,404.32,404.53
6/15/2018,413.45,413.96,NaN,410.19,NaN,410.23,NaN,406.42,404.9,404.93,404.96
7/15/2018,406.29,404,NaN,406.55,NaN,408.87,408.28,406.31,NaN,NaN,405.24
8/15/2018,398.57,397.4,NaN,403.74,NaN,407.16,407.79,406.72,405.6,NaN,405.94
9/15/2018,400.14,400.92,NaN,404.58,NaN,405.5,406.89,406.52,NaN,406.02,406.33
10/15/2018,404.11,405.96,NaN,407.53,NaN,406.07,407,406.42,NaN,NaN,406.46
11/15/2018,409.77,416.11,NaN,412.85,NaN,407.89,408.13,406.93,NaN,NaN,406.35
12/15/2018,413.5,NaN,NaN,NaN,NaN,409.26,NaN,407.61,407.97,405.51,406.24
1/15/2019,414.56,417.72,NaN,417.56,NaN,410.91,NaN,409.18,NaN,405.7,406
2/15/2019,415.8,416.54,NaN,413.56,NaN,411.89,NaN,409.07,407.28,404.89,406.29
3/15/2019,417.51,418.13,NaN,416.44,NaN,412.55,411.35,408.69,NaN,405.11,406.02
4/15/2019,418.33,417.6,NaN,415.76,NaN,413.48,412.47,408.76,408,407.19,406.18
5/15/2019,417.46,417.61,NaN,415.03,NaN,414.79,NaN,NaN,407.36,NaN,406.89
6/15/2019,414.26,414.26,NaN,414.41,NaN,414.15,410.5,409.6,407.75,NaN,407.3
7/15/2019,407.78,400.16,NaN,410.64,NaN,411.86,NaN,408.61,408.6,408.64,407.99
8/15/2019,400.78,398.5,NaN,403.8,NaN,409.98,411.94,409.35,NaN,408.36,408.57
9/15/2019,402.19,404.63,NaN,NaN,NaN,408.25,NaN,408.35,NaN,NaN,408.85
10/15/2019,407.44,410.92,NaN,410.42,NaN,408.36,410.4,409.42,409.79,408.54,408.93
11/15/2019,412.64,413.85,NaN,413.79,NaN,410.31,NaN,NaN,NaN,407.56,408.95
12/15/2019,NaN,418.45,NaN,416.23,NaN,411.78,NaN,411.08,409.75,NaN,409.13
1/15/2020,418.28,419.06,NaN,NaN,NaN,413.38,412.65,411.81,NaN,408.34,408.92
2/15/2020,420.5,419.48,NaN,421.94,NaN,413.7,NaN,412,411.8,NaN,NaN
3/15/2020,419.41,420.66,NaN,418.83,NaN,414.36,NaN,411.67,408.94,408.45,NaN
4/15/2020,420.37,421.08,NaN,417.94,NaN,415.98,NaN,412.25,NaN,NaN,NaN
5/15/2020,NaN,420.83,NaN,418.13,NaN,417.03,NaN,410.83,NaN,NaN,NaN
6/15/2020,NaN,416.64,NaN,416.75,NaN,416.6,NaN,NaN,NaN,NaN,NaN
7/15/2020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8/15/2020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9/15/2020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10/15/2020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11/15/2020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12/15/2020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
